MgCCoAOMT2	L5	2.413003675	0.361674693
MgCCoAOMT3	L5	0.998242057	0.362376333
MgCCoAOMT4	L5	1.73905376	0.433933405
MgCCR1	L5	0.371352736	0.103692012
MgCCR2	L5	0.283478306	0.104883156
MgF5H	L5	1.425752439	0.198476732
MgCOMT	L5	0.455698495	0.098275989
MgCCoAOMT5	L5	0.812965113	0.440155741
MgCCR4	L5	0.785530847	0.185471172
MgCCR3	L5	0.903367906	0.136464332
MgCAD	L5	0.482447852	0.111812297
MgPAL1	IN34	8.40796788	1.445758842
MgPAL2	IN34	2.370764344	0.813298615
MgPAL3	IN34	0.795916837	0.098616022
MgPAL4	IN34	0.012361825	0.008336513
MgPAL5	IN34	8.220918533	1.345712183
MgC4H1	IN34	0.437338137	0.034668135
MgC4H2	IN34	0.205126998	0.016745325
Mg4CL1	IN34	2.309354087	0.330293534
Mg4CL2	IN34	1.620531592	1.363485389
Mg4CL3	IN34	4.63866671	0.78898108
Mg4CL4	IN34	0.20287814	0.031257398
MgHCT1	IN34	9.925243868	1.126367347
MgHCT2	IN34	4.254194937	0.258018511
MgC3H1	IN34	2.537675026	0.361466251
MgC3H2	IN34	0.600537751	0.186138248
MgCCoAOMT1	IN34	6.614899613	0.24321284
MgCCoAOMT2	IN34	0.622620183	0.243838862
MgCCoAOMT3	IN34	19.55813111	2.474902786
MgCCoAOMT4	IN34	0.639200561	0.067464644
MgCCR1	IN34	4.349512722	0.618577697
MgCCR2	IN34	6.049067216	0.653053984
MgF5H	IN34	6.85994776	0.315054833
MgCOMT	IN34	5.186055011	0.450173202
MgCCoAOMT5	IN34	2.804576414	0.967553423
MgCCR4	IN34	1.550161843	0.305358465
MgCCR3	IN34	0.508162482	0.099098691
MgCAD	IN34	5.501037075	0.603906841
MgPAL1	L3	0.541840564	0.108959171
MgPAL2	L3	1.600304862	0.571789576
MgPAL3	L3	0.814418117	0.14050969
MgPAL4	L3	1.661307599	0.540841282
MgPAL5	L3	0.707641228	0.105531445
MgC4H1	L3	1.433511817	0.343920764
MgC4H2	L3	1.227505418	0.530628361
Mg4CL1	L3	0.830521576	0.171186769
Mg4CL2	L3	1.911102417	1.665578569
Mg4CL3	L3	0.97888307	0.04265608
Mg4CL4	L3	1.476253338	0.161778378
MgHCT1	L3	0.580847839	0.162320501
MgHCT2	L3	0.597589153	0.137388274
MgC3H1	L3	0.911147696	0.036224308
MgC3H2	L3	1.391972518	0.394175224
MgCCoAOMT1	L3	1.012397332	0.30611828
MgCCoAOMT2	L3	2.016889265	0.239625524
MgCCoAOMT3	L3	1.414995333	0.222894596
MgCCoAOMT4	L3	1.45287417	0.262855177
MgCCR1	L3	0.830673519	0.157036647
MgCCR2	L3	0.595147572	0.175236831
MgF5H	L3	2.536081766	1.099557413
MgCOMT	L3	0.788321505	0.21265296
MgCCoAOMT5	L3	1.558001241	1.558001241
MgCCR4	L3	1.410594296	0.398523267
MgCCR3	L3	1.660900417	0.537270462
MgCAD	L3	0.767986852	0.099403945
MgPAL1	L1	1	0.081641673
MgPAL2	L1	1	0.316408633
MgPAL3	L1	1	0.062515844
MgPAL4	L1	1	0.328903086
MgPAL5	L1	1	0.12432674
MgC4H1	L1	1	0.270485317
MgC4H2	L1	1	0.216460973
Mg4CL1	L1	1	0.091954168
Mg4CL2	L1	1	0.605158842
Mg4CL3	L1	1	0.029674834
Mg4CL4	L1	1	0.137907834
MgHCT1	L1	1	0.076855002
MgHCT2	L1	1	0.086747891
MgC3H1	L1	1	0.113551927
MgC3H2	L1	1	0.169021171
MgCCoAOMT1	L1	1	0.160160364
MgCCoAOMT2	L1	1	0.080976629
MgCCoAOMT3	L1	1	0.311128574
MgCCoAOMT4	L1	1	0.043144474
MgCCR1	L1	1	0.034969245
MgCCR2	L1	1	0.040051349
MgF5H	L1	1	0.373003249
MgCOMT	L1	1	0.056173925
MgCCoAOMT5	L1	1	0.320270046
MgCCR4	L1	1	0.191592081
MgCCR3	L1	1	0.213514241
MgCAD	L1	1	0.128213971
MgPAL1	R	8.490976505	2.297803612
MgPAL2	R	1.590717924	0.096420734
MgPAL3	R	2.550849376	0.641139722
MgPAL4	R	0.780506762	0.196970321
MgPAL5	R	9.747416533	2.709372938
MgC4H1	R	0.375777338	0.064264477
MgC4H2	R	0.668523796	0.091282626
Mg4CL1	R	6.04630493	1.748556872
Mg4CL2	R	2.012870682	1.338761916
Mg4CL3	R	11.36262706	1.576073567
Mg4CL4	R	1.45580778	0.224130566
MgHCT1	R	10.72650733	3.071705058
MgHCT2	R	6.540148309	1.142871324
MgC3H1	R	6.986529161	2.490610299
MgC3H2	R	0.031613225	0.000303424
MgCCoAOMT1	R	0.526989925	0.047184981
MgCCoAOMT2	R	13.28152814	3.832125621
MgCCoAOMT3	R	0.93993697	0.415350447
MgCCoAOMT4	R	0.128562966	0.100173968
MgCCR1	R	4.881602759	1.381447006
MgCCR2	R	7.598501747	2.289099101
MgF5H	R	0.116292935	0.02339229
MgCOMT	R	4.535906949	0.250341755
MgCCoAOMT5	R	2.878060962	0.807642865
MgCCR4	R	23.20144309	3.188611235
MgCCR3	R	1.670188384	0.301820724
MgCAD	R	11.32887769	3.819198634
MgPAL1	IN12	6.397111137	1.631680176
MgPAL2	IN12	1.396719965	0.518231936
MgPAL3	IN12	0.686979715	0.080976345
MgPAL4	IN12	0.005086363	0.000487269
MgPAL5	IN12	5.695091323	0.480063287
MgC4H1	IN12	0.506012932	0.040861444
MgC4H2	IN12	0.159521662	0.025609899
Mg4CL1	IN12	2.040195748	0.28268134
Mg4CL2	IN12	1.622062046	1.328992913
Mg4CL3	IN12	3.84859176	0.501779971
Mg4CL4	IN12	0.268009676	0.050025983
MgHCT1	IN12	8.408657605	1.0301638
MgHCT2	IN12	3.293347081	0.735499578
MgC3H1	IN12	2.119118198	0.468260931
MgC3H2	IN12	0.472329656	0.147343088
MgCCoAOMT1	IN12	5.814561368	1.079413916
MgCCoAOMT2	IN12	1.45994956	0.192534546
MgCCoAOMT3	IN12	14.75946949	1.099933054
MgCCoAOMT4	IN12	0.411523099	0.241574384
MgCCR1	IN12	3.19772258	0.471031889
MgCCR2	IN12	4.095332364	0.763072239
MgF5H	IN12	5.877211048	0.860171418
MgCOMT	IN12	4.722512879	1.418732934
MgCCoAOMT5	IN12	2.725365623	0.531877559
MgCCR4	IN12	3.671324809	1.051839066
MgCCR3	IN12	0.621051184	0.08979097
MgCAD	IN12	4.180282448	0.462016082
